#;Callsign;Departure_Time;Destination Info;Origin Info;Origin;Dest;Routing;Aircraft Type;Cruise Speed (knots);km/h;Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude;Speed;Speed_multiplied
7064;MH2747;05.37.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,12000];[155,450,450,450,450,450,450,450,450,450,450,450,145];[1240, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1160]
7065;AK5243;05.37.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,31000,31000,31000,31000,31000,7000];[145,450,450,450,450,450,145];[1160, 3600, 3600, 3600, 3600, 3600, 1160]
7066;MH3381;05.37.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,12000];[145,500,500,155];[1160, 4000, 4000, 1240]
7067;MH3807;05.37.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,12000];[160,425,425,145];[1280, 3400, 3400, 1160]
7068;AK6057;05.37.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,7000];[155,475,475,150];[1240, 3800, 3800, 1200]
7069;AK6059;05.37.50;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,7000];[155,500,500,160];[1240, 4000, 4000, 1280]
7070;MH3804;05.38.00;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,38000,12000];[150,450,150];[1200, 3600, 1200]
7071;MH3806;05.38.10;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,41000,41000,12000];[155,475,475,155];[1240, 3800, 3800, 1240]
7072;MH3461;05.38.20;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,41000,12000];[155,475,155];[1240, 3800, 1240]
7073;MH3383;05.38.30;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[12000,33000,7000];[160,425,145];[1280, 3400, 1160]
7074;MH3324;05.38.40;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,41000,41000,41000,7000];[145,490,490,490,160];[1160, 3920, 3920, 3920, 1280]
7075;MH3326;05.38.50;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,33000,33000,33000,12000];[160,500,500,500,150];[1280, 4000, 4000, 4000, 1200]
7076;AK5247;05.39.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,38000,38000,38000,38000,38000,7000];[160,475,475,475,475,475,155];[1280, 3800, 3800, 3800, 3800, 3800, 1240]
7077;MH2743;05.39.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,12000];[150,400,400,400,400,400,400,400,400,400,400,400,150];[1200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1200]
7078;MH2747;05.39.20;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,450,450,450,450,450,450,450,450,450,450,450,160];[1280, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1280]
7079;AK5243;05.39.30;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,12000];[150,475,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 3800, 1240]
7080;MH3381;05.39.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,31000,31000,7000];[150,500,500,160];[1200, 4000, 4000, 1280]
7081;MH3807;05.39.50;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,38000,38000,12000];[150,490,490,150];[1200, 3920, 3920, 1200]
7082;AK6057;05.40.00;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,33000,33000,12000];[145,400,400,155];[1160, 3200, 3200, 1240]
7083;AK6059;05.40.10;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,36000,36000,12000];[155,425,425,145];[1240, 3400, 3400, 1160]
7084;MH3804;05.40.20;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,38000,12000];[145,475,150];[1160, 3800, 1200]
7085;MH3806;05.40.30;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,36000,36000,12000];[145,490,490,150];[1160, 3920, 3920, 1200]
7086;MH3461;05.40.40;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,36000,12000];[155,475,150];[1240, 3800, 1200]
7087;MH3383;05.40.50;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[7000,36000,12000];[155,425,150];[1240, 3400, 1200]
7088;MH3324;05.41.00;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,38000,38000,38000,12000];[145,475,475,475,150];[1160, 3800, 3800, 3800, 1200]
7089;MH3326;05.41.10;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,38000,38000,38000,7000];[145,490,490,490,145];[1160, 3920, 3920, 3920, 1160]
7090;AK5247;05.41.20;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,12000];[155,490,490,490,490,490,155];[1240, 3920, 3920, 3920, 3920, 3920, 1240]
7091;MH2743;05.41.30;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,12000];[160,475,475,475,475,475,475,475,475,475,475,475,155];[1280, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1240]
7092;MH2747;05.41.40;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,7000];[155,400,400,400,400,400,400,400,400,400,400,400,160];[1240, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1280]
7093;AK5243;05.41.50;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,41000,41000,41000,41000,41000,12000];[155,490,490,490,490,490,145];[1240, 3920, 3920, 3920, 3920, 3920, 1160]
7094;MH3381;05.42.00;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,31000,31000,7000];[160,500,500,160];[1280, 4000, 4000, 1280]
7095;MH3807;05.42.10;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,12000];[160,425,425,160];[1280, 3400, 3400, 1280]
7096;AK6057;05.42.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,7000];[145,490,490,145];[1160, 3920, 3920, 1160]
7097;AK6059;05.42.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,7000];[150,490,490,145];[1200, 3920, 3920, 1160]
7098;MH3804;05.42.40;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,38000,7000];[155,500,145];[1240, 4000, 1160]
7099;MH3806;05.42.50;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,38000,38000,12000];[160,450,450,160];[1280, 3600, 3600, 1280]
7100;MH3461;05.43.00;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,31000,7000];[160,450,145];[1280, 3600, 1160]
7101;MH3383;05.43.10;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[7000,31000,7000];[155,425,150];[1240, 3400, 1200]
7102;MH3324;05.43.20;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[7000,36000,36000,36000,12000];[155,500,500,500,155];[1240, 4000, 4000, 4000, 1240]
7103;MH3326;05.43.30;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,31000,31000,31000,12000];[160,475,475,475,155];[1280, 3800, 3800, 3800, 1240]
7104;AK5247;05.43.40;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,7000];[150,490,490,490,490,490,155];[1200, 3920, 3920, 3920, 3920, 3920, 1240]
7105;MH2743;05.43.50;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,7000];[145,475,475,475,475,475,475,475,475,475,475,475,145];[1160, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1160]
7106;MH2747;05.44.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,490,490,490,490,490,490,490,490,490,490,490,145];[1280, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 1160]
7107;AK5243;05.44.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,41000,41000,41000,41000,41000,12000];[145,425,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 3400, 1240]
7108;MH3381;05.44.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,12000];[150,425,425,155];[1200, 3400, 3400, 1240]
7109;MH3807;05.44.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,31000,31000,12000];[150,400,400,155];[1200, 3200, 3200, 1240]
7110;AK6057;05.44.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,12000];[160,475,475,150];[1280, 3800, 3800, 1200]
7111;AK6059;05.44.50;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,7000];[145,400,400,145];[1160, 3200, 3200, 1160]
7112;MH3804;05.45.00;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,41000,7000];[150,400,155];[1200, 3200, 1240]
7113;MH3806;05.45.10;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[7000,33000,33000,12000];[155,500,500,160];[1240, 4000, 4000, 1280]
7114;MH3461;05.45.20;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,31000,7000];[145,450,145];[1160, 3600, 1160]
7115;MH3383;05.45.30;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[7000,31000,7000];[145,425,150];[1160, 3400, 1200]
7116;MH3324;05.45.40;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,31000,31000,31000,7000];[155,450,450,450,150];[1240, 3600, 3600, 3600, 1200]
7117;MH3326;05.45.50;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,33000,33000,33000,12000];[150,500,500,500,160];[1200, 4000, 4000, 4000, 1280]
7118;AK5247;05.46.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,7000];[155,475,475,475,475,475,150];[1240, 3800, 3800, 3800, 3800, 3800, 1200]
7119;MH2743;05.46.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,7000];[150,400,400,400,400,400,400,400,400,400,400,400,160];[1200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1280]
7120;MH2747;05.46.20;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,12000];[150,475,475,475,475,475,475,475,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1240]
7121;AK5243;05.46.30;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,7000];[155,490,490,490,490,490,145];[1240, 3920, 3920, 3920, 3920, 3920, 1160]
7122;MH3381;05.46.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,36000,36000,12000];[150,400,400,150];[1200, 3200, 3200, 1200]
7123;MH3807;05.46.50;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,12000];[145,500,500,160];[1160, 4000, 4000, 1280]
7124;AK6057;05.47.00;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,12000];[145,425,425,145];[1160, 3400, 3400, 1160]
7125;AK6059;05.47.10;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,38000,38000,12000];[155,500,500,145];[1240, 4000, 4000, 1160]
7126;MH3804;05.47.20;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[7000,31000,12000];[150,400,155];[1200, 3200, 1240]
7127;MH3806;05.47.30;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[7000,33000,33000,7000];[145,450,450,150];[1160, 3600, 3600, 1200]
7128;MH3461;05.47.40;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,31000,7000];[155,400,155];[1240, 3200, 1240]
7129;MH3383;05.47.50;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[7000,33000,12000];[150,490,145];[1200, 3920, 1160]
7130;MH3324;05.48.00;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,33000,33000,33000,12000];[145,425,425,425,160];[1160, 3400, 3400, 3400, 1280]
7131;MH3326;05.48.10;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[7000,38000,38000,38000,12000];[150,425,425,425,150];[1200, 3400, 3400, 3400, 1200]
7132;AK5247;05.48.20;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,36000,36000,36000,36000,36000,12000];[150,425,425,425,425,425,150];[1200, 3400, 3400, 3400, 3400, 3400, 1200]
7133;MH2743;05.48.30;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,12000];[155,400,400,400,400,400,400,400,400,400,400,400,150];[1240, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1200]
7134;MH2747;05.48.40;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,12000];[145,425,425,425,425,425,425,425,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1240]
7135;AK5243;05.48.50;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,33000,33000,33000,33000,33000,12000];[160,475,475,475,475,475,145];[1280, 3800, 3800, 3800, 3800, 3800, 1160]
7136;MH3381;05.49.00;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,12000];[150,450,450,145];[1200, 3600, 3600, 1160]
7137;MH3807;05.49.10;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,7000];[155,400,400,150];[1240, 3200, 3200, 1200]
7138;AK6057;05.49.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,7000];[145,400,400,145];[1160, 3200, 3200, 1160]
7139;AK6059;05.49.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,36000,36000,7000];[160,450,450,150];[1280, 3600, 3600, 1200]
7140;MH3804;05.49.40;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,36000,12000];[145,425,150];[1160, 3400, 1200]
7141;MH3806;05.49.50;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,36000,36000,7000];[145,475,475,155];[1160, 3800, 3800, 1240]
7142;MH3461;05.50.00;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[12000,38000,7000];[150,475,145];[1200, 3800, 1160]
7143;MH3383;05.50.10;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[12000,38000,12000];[155,500,160];[1240, 4000, 1280]
7144;MH3324;05.50.20;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[7000,31000,31000,31000,12000];[145,475,475,475,155];[1160, 3800, 3800, 3800, 1240]
7145;MH3326;05.50.30;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[7000,41000,41000,41000,7000];[145,425,425,425,160];[1160, 3400, 3400, 3400, 1280]
7146;AK5247;05.50.40;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,12000];[160,490,490,490,490,490,145];[1280, 3920, 3920, 3920, 3920, 3920, 1160]
7147;MH2743;05.50.50;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,490,490,490,490,490,490,490,490,490,490,490,155];[1280, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 1240]
7148;MH2747;05.51.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,475,475,475,475,475,475,475,475,475,475,475,160];[1280, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1280]
7149;AK5243;05.51.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,41000,41000,41000,41000,41000,12000];[145,425,425,425,425,425,150];[1160, 3400, 3400, 3400, 3400, 3400, 1200]
7150;MH3381;05.51.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,36000,36000,12000];[145,475,475,160];[1160, 3800, 3800, 1280]
7151;MH3807;05.51.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,38000,38000,12000];[160,475,475,160];[1280, 3800, 3800, 1280]
7152;AK6057;05.51.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,38000,38000,7000];[155,475,475,145];[1240, 3800, 3800, 1160]
